# READER	CHAPTER	BOOK
7314	93276	3005
7314	93277	3005
7315	104382	10463
7315	86682	35862
7315	86809	1184
7316	10642	4939
7318	96151	11229
7318	96168	11229
7320	104988	4767
7320	287379	1282
7320	93280	3005
7326	245693	17611
7326	96553	443
7327	93283	3005
7327	93289	3005
7327	96491	5965
7327	96492	5965
7331	86025	3282
7331	86027	3282
7331	86047	3282
7333	94827	5875
7333	94828	5875
7333	94829	5875
7335	290365	10615
7337	89742	9378
7337	92819	2776
7338	81521	4037
7338	92139	13441
7338	92154	13441
7338	92174	13441
7339	86765	1184
7339	86804	1184
7342	254918	24777
7342	73961	36279
7346	91900	39119
7348	275164	1627
7348	294687	1624
7348	86748	1184
7354	87667	38573
7354	87676	38573
7357	94126	29306
7357	94127	29306
7360	86712	1184
7360	86776	1184
7367	86737	1184
7376	64577	19209
7376	92940	25652
7376	96150	11229
7383	95441	9908
7384	84010	1574
7387	279272	3795
7387	96092	11451
7387	97901	9052
7389	175357	22759
7389	292563	39592
7389	295014	9618
7389	296084	43898
7391	60445	22396
7392	105664	19213
7392	105672	19213
7392	94500	19212
7395	89880	38326
7395	89882	38326
7398	98876	26020
7398	98877	26020
7398	98878	26020
7398	98880	26020
7402	59171	12600
7402	90848	19207
7408	255932	1184
7408	255943	1184
7408	256039	1184
7416	103126	36221
7423	89164	9664
7423	89169	9664
7424	98598	37915
7424	98608	37915
7424	98623	37915
7433	261115	5162
7433	89646	19459
7433	89651	19459
7433	89656	19459
7434	75939	2681
7434	96672	2395
7436	97461	6692
7436	97462	6692
7436	97467	6692
7437	117899	15776
7437	96153	11229
7437	96157	11229
7437	99249	39971
7445	94522	19212
7445	94523	19212
7445	94526	19212
7447	91186	18284
7447	91187	18284
7448	111703	1571
7460	104483	12234
7460	92002	5202
7463	96494	5965
7463	99909	12314
7463	99912	12314
7467	261121	5162
7467	69610	13782
7475	232691	17
7478	98644	32449
7478	98645	32449
7480	93348	2866
7481	101276	641
7484	39971	852
7491	110524	15145
7491	114605	35117
7491	114606	35117
7492	105653	19213
7492	87279	17498
7492	99101	39843
7495	102612	8874
7495	252341	33556
7495	252342	33556
7498	99122	39843
7498	99124	39843
7498	99156	39843
7498	99157	39843
7502	100425	5803
7502	100426	5803
7502	100439	5803
7502	100440	5803
7505	258958	40077
7505	258964	40077
7505	83618	19347
7507	100422	5803
7507	100453	5803
7507	100454	5803
7507	100463	5803
7507	100660	20559
7510	282528	43425
7510	282529	43425
7510	282967	15263
7511	102419	28572
7511	102420	28572
7512	98636	32449
7514	96429	9180
7515	100431	5803
7515	220979	19289
7515	220980	19289
7517	100429	5803
7517	100437	5803
7517	100442	5803
7518	86741	1184
7520	258954	40077
7520	258986	40077
7522	69612	13782
7525	101265	641
7525	92915	25652
7538	100043	951
7538	100044	951
7538	100045	951
7540	101258	641
7540	101262	641
7540	101799	25817
7552	87290	17498
7553	101278	641
7553	101289	641
7555	101283	641
7555	105394	60
7556	103535	6991
7556	103536	6991
7556	93308	39324
7558	89894	38326
7559	96246	38427
7559	96247	38427
7561	258992	40077
7561	258994	40077
7565	101281	641
7565	101287	641
7569	102232	6812
7569	102240	6812
7584	101856	36401
7584	101882	36401
7584	266228	14566
7585	96245	38427
7594	101832	37472
7594	81881	4379
7594	91192	18284
7597	101858	36401
7597	101859	36401
7597	101877	36401
7601	101619	3600
7601	101622	3600
7601	175351	22759
7601	291468	13042
7603	274560	2150
7607	89899	38326
7608	115034	4227
7609	39979	852
7618	102366	19831
7618	102367	19831
7618	102372	19831
7635	105409	60
7635	105661	19213
7640	102465	13220
7640	104647	6068
7640	111784	20151
7641	96252	38427
7641	96670	2395
7641	96684	2395
7644	104722	20183
7647	102250	6812
7649	96667	2395
7649	96682	2395
7649	99140	39843
7654	258963	40077
7657	104717	20183
7665	104978	4767
7665	104979	4767
7672	108627	2149
7672	96507	5965
7672	96509	5965
7679	113325	30127
7679	276767	1019
7679	276769	1019
7683	103530	6991
7687	107687	7128
7688	105390	60
7688	109656	2295
7688	112187	1805
7691	108625	2149
7691	293948	42056
7697	105815	7088
7697	105817	7088
7697	245712	17611
7697	245715	17611
7699	105389	60
7699	105399	60
7700	92919	25652
7700	92925	25652
7702	292568	39592
7702	96101	11451
7704	106965	10880
7704	106969	10880
7704	106974	10880
7705	101578	1014
7705	101579	1014
7705	101580	1014
7708	290368	10615
7708	293973	43538
7708	296091	43898
7713	106729	606
7713	106733	606
7713	106738	606
7717	104491	12234
7717	105405	60
7720	105167	1401
7720	105168	1401
7729	102255	6812
7730	304534	26033
7730	304535	26033
7730	304541	26033
7732	107517	40591
7732	107520	40591
7733	106800	38840
7737	112594	41666
7737	112595	41666
7737	114039	40393
7739	107483	30853
7739	8592	14168
7746	104992	4767
7746	104993	4767
7749	8591	14168
7752	110522	15145
7752	110526	15145
7752	113336	30127
7754	105383	60
7754	108640	2149
7756	114724	38555
7756	287863	16567
7756	84187	25429
7762	280917	40745
7764	106805	38840
7766	109658	2295
7766	275147	1627
7769	99395	6936
7769	99396	6936
7769	99397	6936
7777	106366	830
7777	106367	830
7780	274562	2150
7783	107486	30853
7783	107487	30853
7786	115688	32530
7786	118675	32755
7786	118693	32755
7789	103120	36221
7789	258266	3441
7794	295947	15164
7794	295948	15164
7794	295955	15164
7795	105407	60
7796	269898	23580
7796	269904	23580
7796	269934	23580
7796	269970	23580
7800	283478	42630
7800	283492	42630
7800	283493	42630
7802	104391	10463
7802	104394	10463
7802	104398	10463
7809	108638	2149
7816	108620	2149
7816	108621	2149
7823	103122	36221
7825	258970	40077
7825	258978	40077
7826	107634	6069
7826	271808	37976
7826	284518	1597
7828	105171	1401
7828	105179	1401
7832	114468	7862
7832	258250	3441
7833	102238	6812
7833	102239	6812
7835	97730	6094
7837	109173	40921
7837	109174	40921
7839	109872	23735
7839	109876	23735
7839	109877	23735
7839	109880	23735
7839	110063	40901
7843	110055	40901
7848	275129	1627
7848	275149	1627
7848	275169	1627
7850	111771	20151
7850	281318	16140
7850	286674	35002
7850	73752	19771
7859	102518	37756
7859	102519	37756
7859	102521	37756
7867	110528	15145
7867	110742	16247
7867	275218	8075
7868	110705	16247
7868	110706	16247
7868	246932	5976
7871	107222	36127
7871	107223	36127
7871	107225	36127
7874	110243	2852
7879	274125	2710
7879	274136	2710
7879	274163	2710
7881	105574	40477
7881	109662	2295
7881	110131	34431
7883	113274	30127
7883	113275	30127
7883	260944	10496
7886	110517	15145
7886	110518	15145
7886	110519	15145
7892	294520	24354
7892	295954	15164
7898	109860	4985
7898	273040	29203
7898	273041	29203
7898	273047	29203
7902	96591	21297
7902	96592	21297
7902	96594	21297
7902	96595	21297
7909	106369	830
7909	106370	830
7910	105673	19213
7910	294690	1624
7910	80534	4301
7912	105669	19213
7912	105670	19213
7923	111564	10513
7923	111569	10513
7923	111572	10513
7923	258989	40077
7925	111766	20151
7925	114279	20097
7925	116154	18656
7925	271896	40999
7926	254948	24777
7926	254949	24777
7932	110056	40901
7932	278228	9189
7932	93470	39374
7933	112597	41666
7933	113272	30127
7933	113273	30127
7938	109179	40921
7938	109180	40921
7938	110127	34431
7938	110128	34431
7939	120318	5961
7939	120325	5961
7939	120330	5961
7942	283384	21291
7942	283400	21291
7942	292240	12933
7945	112011	20357
7945	112012	20357
7946	111913	24852
7946	116281	41790
7949	39970	852
7956	245687	17611
7957	39967	852
7959	109176	40921
7959	109185	40921
7962	110061	40901
7967	104986	4767
7967	117095	41651
7975	280057	24585
7975	280063	24585
7975	280076	24585
7975	280084	24585
7975	280085	24585
7976	105575	40477
7976	110124	34431
7976	110523	15145
7981	112056	27706
7981	112057	27706
7981	112058	27706
7981	112061	27706
7982	110054	40901
7982	245691	17611
7988	113322	30127
7988	113323	30127
7988	114070	3007
7991	102381	19831
7994	258959	40077
7994	258960	40077
7995	276907	6098
7995	276908	6098
7995	280250	1603
7997	111638	22699
7997	111777	20151
7997	275179	8075
8005	113328	30127
8005	113329	30127
8005	113330	30127
8005	113331	30127
8006	112592	41666
8006	112593	41666
8008	271811	37976
8008	271812	37976
8008	271817	37976
8009	282531	42574
8009	282532	42574
8009	283568	25031
8009	284678	42796
8009	291933	19221
8009	292146	43250
8011	111754	20151
8011	117866	15929
8011	280922	40745
8011	291458	13042
8012	273137	45
8012	273138	45
8012	273145	45
8012	273154	45
8014	112586	41666
8014	112602	41666
8014	280382	15202
8015	112690	19214
8015	112691	19214
8023	286247	26098
8023	286250	26098
8023	286253	26098
8028	233366	13611
8028	233382	13611
8033	104515	12234
8033	283463	26950
8033	284028	38469
8033	284029	38469
8040	111641	22699
8040	260923	10496
8040	260924	10496
8042	113762	13104
8042	113769	13104
8042	245695	17611
8044	84190	25429
8044	84200	25429
8044	84206	25429
8050	110238	2852
8051	118101	15263
8051	119902	14055
8051	295385	13042
8057	271826	37976
8057	284428	39159
8057	296395	43930
8058	99402	6936
8058	99403	6936
8063	274112	2710
8063	274115	2710
8063	274116	2710
8063	274117	2710
8066	114256	13384
8066	290047	7026
8066	290901	7026
8071	110067	40901
8071	114972	41921
8071	114975	41921
8072	284670	42796
8075	279229	37660
8075	279233	37660
8075	279239	37660
8080	274558	2150
8080	3961	19264
8087	118165	20321
8087	118174	20321
8087	118180	20321
8087	118726	7098
8088	284756	29607
8095	274345	19215
8095	274346	19215
8095	274348	19215
8097	108005	3600
8097	114971	41921
8097	282406	19994
8098	275181	8075
8098	278252	42214
8098	278278	42214
8108	274318	10624
8108	280354	15202
8108	280359	15202
8112	281876	35123
8112	281888	35123
8113	117384	533
8113	301693	16134
8113	301694	16134
8118	114469	7862
8118	114476	7862
8118	268287	41020
8119	115686	32530
8119	115687	32530
8123	275193	8075
8123	275209	8075
8123	275216	8075
8131	117016	20212
8131	117017	20212
8131	117029	20212
8138	287657	15263
8138	293529	5776
8138	293531	5776
8142	110520	15145
8142	276732	19831
8142	3966	19264
8142	3967	19264
8143	278206	9189
8143	278223	9189
8148	286229	26098
8148	3956	19264
8152	258974	40077
8152	258993	40077
8152	282985	19079
8156	104485	12234
8156	104526	12234
8156	276902	6098
8163	116797	16537
8163	274549	2150
8164	279592	7076
8164	279593	7076
8168	116789	16537
8169	118200	6157
8169	118202	6157
8172	281511	5131
8172	281514	5131
8172	281515	5131
8172	281518	5131
8173	294714	1624
8176	115046	4227
8176	115047	4227
8180	274723	41932
8180	274724	41932
8180	274725	41932
8183	118119	15263
8183	118128	15263
8183	282977	15263
8188	269288	41326
8188	269290	41326
8188	274364	19215
8190	284433	39159
8190	284434	39159
8190	284435	39159
8193	116804	16537
8193	116805	16537
8194	89388	7031
8194	89390	7031
8195	117382	533
8197	278199	9189
8197	278214	9189
8197	278218	9189
8199	118869	42079
8199	284020	38469
8199	289915	44
8200	278197	9189
8200	278238	9189
8208	256238	35499
8208	256239	35499
8215	117570	9097
8215	275203	8075
8215	275211	8075
8222	274378	19215
8222	274379	19215
8222	274380	19215
8224	274381	19215
8224	274384	19215
8225	274374	19215
8225	274375	19215
8225	274376	19215
8226	274369	19215
8226	274371	19215
8228	232690	17
8230	279154	2529
8238	274553	2150
8238	283452	26950
8240	116288	41790
8240	283234	5773
8242	279764	19734
8242	279771	19734
8245	274392	19215
8245	274393	19215
8245	283126	4320
8246	107993	3600
8250	279777	19734
8250	286289	5128
8254	115543	41977
8254	84205	25429
8259	276906	6098
8259	276912	6098
8259	276913	6098
8262	279161	2529
8266	258262	3441
8266	258263	3441
8266	279363	9745
8272	279781	19734
8272	279789	19734
8273	114823	20513
8273	283127	4320
8273	283130	4320
8280	266249	14566
8288	274150	2710
8288	274162	2710
8291	276745	19831
8291	282929	1725
8295	281321	16140
8295	281339	16140
8295	287767	16772
8295	296107	43863
8296	266250	14566
8296	279865	42398
8297	275154	1627
8297	275155	1627
8297	275156	1627
8300	275127	1627
8300	275128	1627
8302	281317	16140
8302	281331	16140
8302	282524	43425
8307	120456	42710
8307	120457	42710
8307	120458	42710
8312	279790	19734
8312	279791	19734
8316	279798	19734
8321	260942	10496
8321	274737	41932
8321	284207	42014
8321	284222	42014
8322	276748	19831
8324	286681	35002
8324	286682	35002
8324	286683	35002
8328	280925	40745
8329	279775	19734
8334	119398	41481
8337	280361	15202
8337	283569	25031
8337	284519	1597
8337	284523	1597
8346	244445	3653
8346	244446	3653
8347	258283	3441
8347	282412	19994
8356	240982	9103
8356	284520	1597
8367	279366	9745
8367	279367	9745
8382	285236	41641
8382	285245	41641
8382	294774	19381
8388	275212	8075
8388	278289	42214
8389	120181	28617
8389	282920	1725
8392	285237	41641
8394	96177	11229
8396	120277	17807
8396	120280	17807
8396	120281	17807
8396	120282	17807
8396	240992	9103
8401	280380	15202
8404	282926	1725
8410	278217	9189
8410	278220	9189
8413	284515	1597
8413	284521	1597
8414	284674	42796
8414	284675	42796
8415	283469	26950
8419	286667	35002
8419	286676	35002
8419	293469	34943
8419	293473	34943
8421	283462	26950
8422	258258	3441
8422	258259	3441
8422	283572	25031
8424	281334	16140
8424	281344	16140
8424	284526	1597
8425	246962	5976
8425	287387	43005
8425	291444	13042
8425	292520	36508
8430	172387	44
8430	172388	44
8432	16000	135
8432	54083	3169
8441	120274	17807
8441	281327	16140
8441	284014	37952
8443	274756	41932
8443	294707	1624
8444	281329	16140
8444	283136	4320
8445	281202	6328
8445	281203	6328
8447	284436	39159
8447	284448	39159
8447	285242	41641
8447	286248	26098
8447	286257	26098
8455	210777	27067
8459	285137	2151
8459	285173	2151
8459	292347	32233
8459	292348	32233
8461	258277	3441
8461	278226	9189
8461	281231	6328
8463	287645	15263
8463	294825	2488
8463	294828	2488
8464	282934	1725
8465	246940	5976
8465	246942	5976
8465	246943	5976
8465	246947	5976
8466	274557	2150
8466	285142	2151
8468	286673	35002
8468	294887	15263
8468	295198	2486
8470	279797	19734
8470	286666	35002
8470	286675	35002
8474	281187	6328
8474	281188	6328
8476	269293	41326
8479	276730	19831
8490	284268	41630
8490	284269	41630
8494	244431	3653
8494	244443	3653
8498	287357	1282
8498	287358	1282
8498	287359	1282
8499	256247	35499
8499	256253	35499
8499	256275	35499
8500	258285	3441
8500	258286	3441
8500	258287	3441
8506	287659	15263
8506	287660	15263
8506	293168	43585
8527	281131	16274
8527	281132	16274
8531	282933	1725
8534	216564	360
8534	216567	360
8536	244441	3653
8536	244442	3653
8543	280375	15202
8543	280376	15202
8544	281189	6328
8545	273050	29203
8545	287671	15263
8555	284447	39159
8555	284449	39159
8555	292519	36508
8565	290391	37669
8565	290393	37669
8565	290398	37669
8573	286306	5128
8575	290349	10615
8575	290350	10615
8575	290351	10615
8576	285176	2151
8576	300229	29886
8580	287363	1282
8580	287364	1282
8587	281197	6328
8587	295524	43864
8587	295525	43864
8587	295533	43864
8590	258290	3441
8590	258292	3441
8591	284444	39159
8591	284445	39159
8592	285135	2151
8605	276939	6098
8605	291172	43429
8605	292138	43250
8609	262281	9192
8609	283227	5773
8619	291374	981
8619	291379	981
8619	291381	981
8619	291384	981
8625	211892	5257
8625	268295	41020
8625	295957	15164
8629	261139	5162
8629	261140	5162
8630	305212	35941
8630	305213	35941
8631	249866	13010
8631	281208	6328
8631	283727	35029
8632	245697	17611
8635	295756	36183
8635	295759	36183
8635	295761	36183
8643	269254	17701
8643	298549	10446
8644	262282	9192
8644	262284	9192
8664	175359	22759
8664	292560	39592
8664	295007	9618
8666	293943	42056
8666	293945	42056
8671	285138	2151
8675	283202	2866
8675	292352	32233
8675	295195	2486
8677	246948	5976
8677	291953	19221
8677	296078	43898
8678	280914	40745
8684	293663	29809
8687	216570	360
8699	291107	38172
8705	290361	10615
8705	290363	10615
8710	286293	5128
8710	295447	22925
8713	296159	29766
8713	300047	13409
8713	302111	25953
8718	295197	2486
8718	295445	22925
8718	295446	22925
8722	296473	43790
8725	294551	1885
8725	294554	1885
8742	245707	17611
8742	245708	17611
8747	293952	42056
8753	297942	15280
8753	297946	15280
8753	297948	15280
8753	297962	15280
8753	297969	15280
8758	291168	43429
8758	291170	43429
8758	296465	43790
8765	295000	9618
8765	295003	9618
8765	295009	9618
8770	295462	22925
8770	295463	22925
8770	295465	22925
8771	294523	24354
8772	270777	38219
8772	295710	16726
8776	270778	38219
8778	246972	5976
8778	246974	5976
8778	246983	5976
8778	246984	5976
8786	276735	19831
8786	276749	19831
8791	291101	38172
8797	294123	4953
8799	270794	38219
8799	291938	19221
8803	296082	43898
8803	296085	43898
8808	283205	2866
8808	295459	22925
8820	294113	4953
8820	294114	4953
8820	294120	4953
8824	279153	2529
8825	292252	12933
8825	292253	12933
8838	298545	10446
8838	298546	10446
8842	302196	41085
8842	302201	41085
8842	302203	41085
8842	304647	10314
8846	305208	35941
8846	305209	35941
8846	305217	35941
8848	293957	42056
8848	293963	42056
8855	283228	5773
8855	283242	5773
8855	302395	21769
8867	294715	1624
8875	293959	42056
8879	300234	29886
8879	300343	29886
8887	281471	22948
8887	281472	22948
8897	294717	1624
8897	294721	1624
8897	294724	1624
8975	270782	38219
9000	282380	29885
9000	282381	29885
9022	282357	29885
9022	282383	29885
9023	296467	43790
9023	296468	43790
9026	282385	29885
9026	282386	29885
